offer_date,IPO_name,ticker,CIK,CIK2,S1_Filing_Date,filename,company_name,form_type,filing_date,url
20000404,Cabot Microelectronics Corp,CCMP,0001102934,1102934,20JAN2000,0000950135-00-000188.txt,CABOT MICROELECTRONICS CORP,S-1,20JAN2000,https://www.sec.gov/Archives/edgar/data/1102934/000095013500000188/0000950135-00-000188.txt
20000128,Caminus Corp,CAMZ,0001095157,1095157,21JAN2000,0000950123-00-000414.txt,CAMINUS CORP,S-1/A,21JAN2000,https://www.sec.gov/Archives/edgar/data/1095157/000095012300000414/0000950123-00-000414.txt
20000628,Capstone Turbine Corp,CPST,0001009759,1009759,22MAR2000,0000950150-00-000209.txt,CAPSTONE TURBINE CORP,S-1,22MAR2000,https://www.sec.gov/Archives/edgar/data/1009759/000095015000000209/0000950150-00-000209.txt
20000628,CareScience Inc,CARE,0001108782,1108782,14MAR2000,0000912057-00-011356.txt,CARESCIENCE INC,S-1,14MAR2000,https://www.sec.gov/Archives/edgar/data/1108782/000091205700011356/0000912057-00-011356.txt
20000223,Carrier1 International SA,CONE,0001081824,1081824,12JAN2000,0000912057-00-001043.txt,CARRIER1 INTERNATIONAL S A,S-1,12JAN2000,https://www.sec.gov/Archives/edgar/data/1081824/000091205700001043/0000912057-00-001043.txt
20041019,Celebrate Express Inc,BDAY,0001100124,1100124,12JAN2000,0000912057-00-001034.txt,CELEBRATEEXPRESS COM INC,S-1,12JAN2000,https://www.sec.gov/Archives/edgar/data/1100124/000091205700001034/0000912057-00-001034.txt
20000523,Centillium Communications Inc,CTLM,0001107194,1107194,18FEB2000,0001012870-00-000881.txt,CENTILLIUM COMMUNICATIONS INC,S-1,18FEB2000,https://www.sec.gov/Archives/edgar/data/1107194/000101287000000881/0001012870-00-000881.txt
20000202,Centra Software Inc,CTRA,0001096658,1096658,07JAN2000,0000912057-00-000493.txt,CENTRA SOFTWARE INC,S-1/A,07JAN2000,https://www.sec.gov/Archives/edgar/data/1096658/000091205700000493/0000912057-00-000493.txt
20000623,Charles River Labs Int Inc,CRL,0001100682,1100682,28JAN2000,0000950103-00-000131.txt,CHARLES RIVER LABORATORIES HOLDINGS INC,S-1/A,28JAN2000,https://www.sec.gov/Archives/edgar/data/1100682/000095010300000131/0000950103-00-000131.txt
20000216,Choice One Communications,CWON,0001091953,1091953,03JAN2000,0000950130-00-000006.txt,CHOICE ONE COMMUNICATIONS INC,S-1/A,03JAN2000,https://www.sec.gov/Archives/edgar/data/1091953/000095013000000006/0000950130-00-000006.txt
20000215,Chordiant Software Inc,CHRD,0001042134,1042134,19JAN2000,0001012870-00-000165.txt,CHORDIANT SOFTWARE INC,S-1/A,19JAN2000,https://www.sec.gov/Archives/edgar/data/1042134/000101287000000165/0001012870-00-000165.txt
20060711,Allied World Assurance,AWH,0000926617,926617,20MAR2000,0000912057-00-012329.txt,CIPHERGEN BIOSYSTEMS INC,S-1,20MAR2000,https://www.sec.gov/Archives/edgar/data/926617/000091205700012329/0000912057-00-012329.txt
20000626,Click Commerce Inc,CKCM,0001107050,1107050,16FEB2000,0000950131-00-001305.txt,CLICK COMMERCE INC,S-1,16FEB2000,https://www.sec.gov/Archives/edgar/data/1107050/000095013100001305/0000950131-00-001305.txt
20000622,Clicksoftware Ltd,CKSW,0001105841,1105841,14FEB2000,0000891618-00-000804.txt,CLICKSERVICE SOFTWARE LTD,S-1,14FEB2000,https://www.sec.gov/Archives/edgar/data/1105841/000089161800000804/0000891618-00-000804.txt
20000608,Community Health Systems Inc,CYH,0001108109,1108109,06MAR2000,0000912057-00-009974.txt,COMMUNITY HEALTH SYSTEMS INC/,S-1,06MAR2000,https://www.sec.gov/Archives/edgar/data/1108109/000091205700009974/0000912057-00-009974.txt
20000731,Convergent Group Corp,CVGP,0001094215,1094215,17FEB2000,0000950134-00-001296.txt,CONVERGENT GROUP CORP,S-1,17FEB2000,https://www.sec.gov/Archives/edgar/data/1094215/000095013400001296/0000950134-00-001296.txt
20000519,coolsavings.com inc,CSAV,0001087875,1087875,14JAN2000,0000950131-00-000221.txt,COOLSAVINGS COM INC,S-1,14JAN2000,https://www.sec.gov/Archives/edgar/data/1087875/000095013100000221/0000950131-00-000221.txt
20000412,Corillian Corp,CORI,0001041403,1041403,27JAN2000,0000912057-00-002660.txt,CORILLIAN CORP,S-1,27JAN2000,https://www.sec.gov/Archives/edgar/data/1041403/000091205700002660/0000912057-00-002660.txt
20000601,CrossWorlds Software Inc,CWLD,0001037834,1037834,03FEB2000,0001012870-00-000345.txt,CROSSWORLDS SOFTWARE INC,S-1,03FEB2000,https://www.sec.gov/Archives/edgar/data/1037834/000101287000000345/0001012870-00-000345.txt
20000503,Crown Media Holdings Inc,CRWN,0001103837,1103837,28JAN2000,0000950134-00-000565.txt,CROWN MEDIA HOLDINGS INC,S-1,28JAN2000,https://www.sec.gov/Archives/edgar/data/1103837/000095013400000565/0000950134-00-000565.txt
20000209,Cypress Communications Corp,CYCO,0001043892,1043892,18JAN2000,0000927016-00-000110.txt,CYPRESS COMMUNICATIONS INC,S-1/A,18JAN2000,https://www.sec.gov/Archives/edgar/data/1043892/000092701600000110/0000927016-00-000110.txt
20000411,DDi Corp,DDIC,0001104252,1104252,28JAN2000,0000927016-00-000207.txt,DDI CORP,S-1,28JAN2000,https://www.sec.gov/Archives/edgar/data/1104252/000092701600000207/0000927016-00-000207.txt
20041025,Shopping.com Ltd,SHOP,0001108482,1108482,23MAR2000,0000950123-00-002625.txt,DEALTIME COM LTD,S-1,23MAR2000,https://www.sec.gov/Archives/edgar/data/1108482/000095012300002625/0000950123-00-002625.txt
20000718,deCode Genetics Inc,DCGN,0001022974,1022974,08MAR2000,0000950123-00-002076.txt,DECODE GENETICS INC,S-1,08MAR2000,https://www.sec.gov/Archives/edgar/data/1022974/000095012300002076/0000950123-00-002076.txt
20000616,Dendreon Corp,DNDN,0001107332,1107332,08MAR2000,0001032210-00-000420.txt,DENDREON CORP,S-1,08MAR2000,https://www.sec.gov/Archives/edgar/data/1107332/000103221000000420/0001032210-00-000420.txt
20000224,Digitalthink Inc,DTHK,0001100514,1100514,14JAN2000,0000891618-00-000118.txt,DIGITALTHINK INC,S-1/A,14JAN2000,https://www.sec.gov/Archives/edgar/data/1100514/000089161800000118/0000891618-00-000118.txt
20000203,Dobson Communications Corp,DCEL,0001035985,1035985,10JAN2000,0000912057-00-000745.txt,DOBSON COMMUNICATIONS CORP,S-1/A,10JAN2000,https://www.sec.gov/Archives/edgar/data/1035985/000091205700000745/0000912057-00-000745.txt
20000216,Eloquent Inc,ELOQ,0001003265,1003265,21JAN2000,0000950149-00-000069.txt,ELOQUENT INC,S-1/A,21JAN2000,https://www.sec.gov/Archives/edgar/data/1003265/000095014900000069/0000950149-00-000069.txt
20000324,e Machines Inc,EEEE,0001090710,1090710,28JAN2000,0001017062-00-000085.txt,EMACHINES INC /DE/,S-1/A,28JAN2000,https://www.sec.gov/Archives/edgar/data/1090710/000101706200000085/0001017062-00-000085.txt
20000419,Embarcadero Technologies Inc,EMBT,0001107112,1107112,22FEB2000,0000912057-00-007930.txt,EMBARCADERO TECHNOLOGIES INC,S-1,22FEB2000,https://www.sec.gov/Archives/edgar/data/1107112/000091205700007930/0000912057-00-007930.txt
20000204,Emerge Interactive Inc,EMRG,0001092605,1092605,10JAN2000,0000893220-00-000012.txt,EMERGE INTERACTIVE INC,S-1/A,10JAN2000,https://www.sec.gov/Archives/edgar/data/1092605/000089322000000012/0000893220-00-000012.txt
20000710,Entegris Inc,ENTG,0001101302,1101302,31MAR2000,0001045969-00-000238.txt,ENTEGRIS INC,S-1,31MAR2000,https://www.sec.gov/Archives/edgar/data/1101302/000104596900000238/0001045969-00-000238.txt
20000324,Eprise Corp,EPRS,0001098937,1098937,14JAN2000,0000950135-00-000137.txt,EPRISE CORP,S-1,14JAN2000,https://www.sec.gov/Archives/edgar/data/1098937/000095013500000137/0000950135-00-000137.txt
20000809,Evolve Software Inc,EVLV,0001097002,1097002,20MAR2000,0000898430-00-000826.txt,EVOLVE SOFTWARE INC,S-1,20MAR2000,https://www.sec.gov/Archives/edgar/data/1097002/000089843000000826/0000898430-00-000826.txt
20000410,Exelixis Inc,EXEL,0000939767,939767,07FEB2000,0001012870-00-000427.txt,EXELIXIS INC,S-1,07FEB2000,https://www.sec.gov/Archives/edgar/data/939767/000101287000000427/0001012870-00-000427.txt
20000126,Extensity Inc,EXTN,0001096473,1096473,03JAN2000,0000891618-00-000001.txt,EXTENSITY INC,S-1/A,03JAN2000,https://www.sec.gov/Archives/edgar/data/1096473/000089161800000001/0000891618-00-000001.txt
20000602,Exult Inc,EXLT,0001108341,1108341,06MAR2000,0000892569-00-000277.txt,EXULT INC,S-1,06MAR2000,https://www.sec.gov/Archives/edgar/data/1108341/000089256900000277/0000892569-00-000277.txt
20000210,Fargo Electronics Inc,FRGO,0001098834,1098834,12JAN2000,0000912057-00-000928.txt,FARGO ELECTRONICS INC,S-1/A,12JAN2000,https://www.sec.gov/Archives/edgar/data/1098834/000091205700000928/0000912057-00-000928.txt
20000208,Fastnet Corp,FSST,0001092536,1092536,18JAN2000,0000912057-00-001455.txt,FASTNET CORP,S-1/A,18JAN2000,https://www.sec.gov/Archives/edgar/data/1092536/000091205700001455/0000912057-00-001455.txt
20000204,FirePond Inc,FIRE,0001098574,1098574,12JAN2000,0000950135-00-000092.txt,FIREPOND INC,S-1/A,12JAN2000,https://www.sec.gov/Archives/edgar/data/1098574/000095013500000092/0000950135-00-000092.txt
20000929,Genomica Corp,GNOM,0001108915,1108915,15MAR2000,0000927356-00-000416.txt,GENOMICA CORP /DE/,S-1,15MAR2000,https://www.sec.gov/Archives/edgar/data/1108915/000092735600000416/0000927356-00-000416.txt
20040715,Greenfield Online Inc,SRVY,0001108906,1108906,16MAR2000,0000889812-00-001212.txt,GREENFIELD ONLINE INC,S-1,16MAR2000,https://www.sec.gov/Archives/edgar/data/1108906/000088981200001212/0000889812-00-001212.txt
20000126,John Hancock Financial Svcs,JHF,0000736260,736260,07JAN2000,0000927016-00-000039.txt,HANCOCK JOHN FINANCIAL SERVICES INC,S-1/A,07JAN2000,https://www.sec.gov/Archives/edgar/data/736260/000092701600000039/0000927016-00-000039.txt
20000620,Handspring Inc,HAND,0001091822,1091822,31MAR2000,0000891618-00-001902.txt,HANDSPRING INC,S-1,31MAR2000,https://www.sec.gov/Archives/edgar/data/1091822/000089161800001902/0000891618-00-001902.txt
20000125,HealthGate Data Corp,HGAT,0001081630,1081630,19JAN2000,0000912057-00-001649.txt,HEALTHGATE DATA CORP,S-1/A,19JAN2000,https://www.sec.gov/Archives/edgar/data/1081630/000091205700001649/0000912057-00-001649.txt
20000411,HealthStream Inc,HSTM,0001095565,1095565,14FEB2000,0000950144-00-002281.txt,HEALTHSTREAM INC,S-1/A,14FEB2000,https://www.sec.gov/Archives/edgar/data/1095565/000095014400002281/0000950144-00-002281.txt
20000309,HomeGrocer.com,HOMG,0001100408,1100408,10JAN2000,0001032210-00-000019.txt,HOMEGROCER COM INC,S-1/A,10JAN2000,https://www.sec.gov/Archives/edgar/data/1100408/000103221000000019/0001032210-00-000019.txt
20000713,I Many Inc,IMNY,0001104017,1104017,13MAR2000,0000912057-00-011301.txt,I MANY INC,S-1,13MAR2000,https://www.sec.gov/Archives/edgar/data/1104017/000091205700011301/0000912057-00-011301.txt
20000406,i3 Mobile Inc,IIIM,0001045597,1045597,07JAN2000,0000950123-00-000076.txt,I3 MOBILE INC,S-1,07JAN2000,https://www.sec.gov/Archives/edgar/data/1045597/000095012300000076/0000950123-00-000076.txt
20000517,iBeam Broadcasting Corp,IBEM,0001098570,1098570,01FEB2000,0001012870-00-000314.txt,IBEAM BROADCASTING CORP,S-1,01FEB2000,https://www.sec.gov/Archives/edgar/data/1098570/000101287000000314/0001012870-00-000314.txt
20000315,ImproveNet Inc,IMPV,0001043561,1043561,13JAN2000,0000912057-00-001096.txt,IMPROVENET INC,S-1/A,13JAN2000,https://www.sec.gov/Archives/edgar/data/1043561/000091205700001096/0000912057-00-001096.txt
20000201,IMPSAT Fiber Networks Inc,IMPT,0001022329,1022329,14JAN2000,0000950123-00-000293.txt,IMPSAT FIBER NETWORKS INC,S-1/A,14JAN2000,https://www.sec.gov/Archives/edgar/data/1022329/000095012300000293/0000950123-00-000293.txt
20000217,Inforte Corp,INFT,0001099944,1099944,18JAN2000,0000950131-00-000289.txt,INFORTE CORP,S-1/A,18JAN2000,https://www.sec.gov/Archives/edgar/data/1099944/000095013100000289/0000950131-00-000289.txt
20000803,Inspire Pharmaceuticals Inc,ISPH,0001040416,1040416,25FEB2000,0000950130-00-000892.txt,INSPIRE PHARMACEUTICALS INC,S-1,25FEB2000,https://www.sec.gov/Archives/edgar/data/1040416/000095013000000892/0000950130-00-000892.txt
20000522,Integrated Circuit Systems Inc,ICST,0000874689,874689,27MAR2000,0000950130-00-001604.txt,INTEGRATED CIRCUIT SYSTEMS INC,S-1,27MAR2000,https://www.sec.gov/Archives/edgar/data/874689/000095013000001604/0000950130-00-001604.txt
20000317,Integrated Information Systems,IISX,0001059421,1059421,18JAN2000,0000950153-00-000049.txt,INTEGRATED INFORMATION SYSTEMS INC,S-1,18JAN2000,https://www.sec.gov/Archives/edgar/data/1059421/000095015300000049/0000950153-00-000049.txt
20000725,Interland Inc,ILND,0001085586,1085586,15MAR2000,0000950144-00-003229.txt,INTERLAND INC,S-1,15MAR2000,https://www.sec.gov/Archives/edgar/data/1085586/000095014400003229/0000950144-00-003229.txt
20000324,Intermune Pharmaceuticals Inc,ITMN,0001087432,1087432,02FEB2000,0000912057-00-003537.txt,INTERMUNE PHARMACEUTICALS INC,S-1,02FEB2000,https://www.sec.gov/Archives/edgar/data/1087432/000091205700003537/0000912057-00-003537.txt
20000224,Intersil Holding Corp,ISIL,0001096325,1096325,21JAN2000,0000889812-00-000150.txt,INTERSIL HOLDING CO,S-1,21JAN2000,https://www.sec.gov/Archives/edgar/data/1096325/000088981200000150/0000889812-00-000150.txt
20001011,Introgen Therapeutics Inc,INGN,0001018710,1018710,17FEB2000,0000950129-00-000689.txt,INTROGEN THERAPEUTICS INC,S-1,17FEB2000,https://www.sec.gov/Archives/edgar/data/1018710/000095012900000689/0000950129-00-000689.txt
20000613,Intuitive Surgical Inc,ISRG,0001035267,1035267,22MAR2000,0000891618-00-001640.txt,INTUITIVE SURGICAL INC,S-1,22MAR2000,https://www.sec.gov/Archives/edgar/data/1035267/000089161800001640/0000891618-00-001640.txt
20030723,Ipass Inc,IPAS,0001053374,1053374,03MAR2000,0000891618-00-001241.txt,IPASS INC,S-1,03MAR2000,https://www.sec.gov/Archives/edgar/data/1053374/000089161800001241/0000891618-00-001241.txt
20000307,iprint.com Inc,IPRT,0001099795,1099795,11JAN2000,0000912057-00-000892.txt,IPRINT COM INC,S-1/A,11JAN2000,https://www.sec.gov/Archives/edgar/data/1099795/000091205700000892/0000912057-00-000892.txt
20031218,Knology Inc.,KNOL,0001096788,1096788,18JAN2000,0000950133-00-000096.txt,KNOLOGY INC,S-1/A,18JAN2000,https://www.sec.gov/Archives/edgar/data/1096788/000095013300000096/0000950133-00-000096.txt
20001005,Kosan Biosciences Inc,KOSN,0001110206,1110206,31MAR2000,0000912057-00-015627.txt,KOSAN BIOSCIENCES INC,S-1,31MAR2000,https://www.sec.gov/Archives/edgar/data/1110206/000091205700015627/0000912057-00-015627.txt
20000208,Landacorp Inc,LCOR,0001058177,1058177,21JAN2000,0000891618-00-000193.txt,LANDACORP INC,S-1/A,21JAN2000,https://www.sec.gov/Archives/edgar/data/1058177/000089161800000193/0000891618-00-000193.txt
20000215,LendingTree Inc,TREE,0001096479,1096479,11JAN2000,0000950123-00-000220.txt,LENDINGTREE INC,S-1/A,11JAN2000,https://www.sec.gov/Archives/edgar/data/1096479/000095012300000220/0000950123-00-000220.txt
20000815,Lexar Media Inc,LEXR,0001058289,1058289,16FEB2000,0000929624-00-000240.txt,LEXAR MEDIA INC,S-1,16FEB2000,https://www.sec.gov/Archives/edgar/data/1058289/000092962400000240/0000929624-00-000240.txt
20000727,Lexent Inc,LXNT,0001105503,1105503,18FEB2000,0000950123-00-001413.txt,LEXENT INC,S-1,18FEB2000,https://www.sec.gov/Archives/edgar/data/1105503/000095012300001413/0000950123-00-001413.txt
20000407,Lexicon Genetics Inc,LEXG,0001062822,1062822,09FEB2000,0000950129-00-000465.txt,LEXICON GENETICS INC/TX,S-1,09FEB2000,https://www.sec.gov/Archives/edgar/data/1062822/000095012900000465/0000950129-00-000465.txt
20000406,LivePerson Inc,LPSN,0001102993,1102993,28JAN2000,0000912057-00-002944.txt,LIVEPERSON INC,S-1,28JAN2000,https://www.sec.gov/Archives/edgar/data/1102993/000091205700002944/0000912057-00-002944.txt
20000315,Loudeye Technologies Inc,LOUD,0001064648,1064648,04FEB2000,0001097564-00-000005.txt,LOUDEYE TECHNOLOGIES INC,S-1/A,04FEB2000,https://www.sec.gov/Archives/edgar/data/1064648/000109756400000005/0001097564-00-000005.txt
20000330,Luminex Corp,LMNX,0001033905,1033905,07FEB2000,0000950109-00-000307.txt,LUMINEX CORP,S-1,07FEB2000,https://www.sec.gov/Archives/edgar/data/1033905/000095010900000307/0000950109-00-000307.txt
20000727,Mainspring Inc,MSPR,0001017174,1017174,11FEB2000,0000927016-00-000430.txt,MAINSPRING COMMUNICATIONS INC,S-1,11FEB2000,https://www.sec.gov/Archives/edgar/data/1017174/000092701600000430/0000927016-00-000430.txt
20000623,Manufacturers Services,MSV,0000940298,940298,04FEB2000,0000912057-00-004031.txt,MANUFACTURERS SERVICES LTD,S-1,04FEB2000,https://www.sec.gov/Archives/edgar/data/940298/000091205700004031/0000912057-00-004031.txt
20000301,MatrixOne Inc,MONE,0000786998,786998,21JAN2000,0000927016-00-000138.txt,MATRIXONE INC,S-1/A,21JAN2000,https://www.sec.gov/Archives/edgar/data/786998/000092701600000138/0000927016-00-000138.txt
20000203,Mediacom Communications Corp,MCCC,0001098659,1098659,13JAN2000,0000950130-00-000079.txt,MEDIACOM COMMUNICATIONS CORP,S-1/A,13JAN2000,https://www.sec.gov/Archives/edgar/data/1098659/000095013000000079/0000950130-00-000079.txt
20000426,Metawave Communications,MTWV,0001028361,1028361,17FEB2000,0001097564-00-000014.txt,METAWAVE COMMUNICATIONS CORP,S-1,17FEB2000,https://www.sec.gov/Archives/edgar/data/1028361/000109756400000014/0001097564-00-000014.txt
20000405,Metropolitan Life Insurance Co,MET,0001099219,1099219,09MAR2000,0000950123-00-002122.txt,METLIFE INC,S-1,09MAR2000,https://www.sec.gov/Archives/edgar/data/1099219/000095012300002122/0000950123-00-002122.txt
20000405,Metropolitan Life Insurance Co,MET,0001099219,1099219,09MAR2000,0000950123-00-002120.txt,METLIFE INC,S-1/A,09MAR2000,https://www.sec.gov/Archives/edgar/data/1099219/000095012300002120/0000950123-00-002120.txt
20000327,Moldflow Corp,MFLO,0001103234,1103234,24JAN2000,0000912057-00-002125.txt,MOLDFLOW CORP,S-1,24JAN2000,https://www.sec.gov/Archives/edgar/data/1103234/000091205700002125/0000912057-00-002125.txt
20000127,NATCO Group Inc,NTG,0001057693,1057693,04JAN2000,0000950129-00-000035.txt,NATCO GROUP INC,S-1/A,04JAN2000,https://www.sec.gov/Archives/edgar/data/1057693/000095012900000035/0000950129-00-000035.txt
20000124,Neoforma.com Inc,NEOF,0001096219,1096219,13JAN2000,0000891618-00-000099.txt,NEOFORMA COM INC,S-1/A,13JAN2000,https://www.sec.gov/Archives/edgar/data/1096219/000089161800000099/0000891618-00-000099.txt
20000229,net.Genesis Corp,NTGX,0001004874,1004874,01FEB2000,0000950135-00-000345.txt,NET GENESIS CORP,S-1/A,01FEB2000,https://www.sec.gov/Archives/edgar/data/1004874/000095013500000345/0000950135-00-000345.txt
20000306,Net 2000 Communications Inc,NTKK,0001099363,1099363,13JAN2000,0000950133-00-000071.txt,NET2000 COMMUNICATIONS INC,S-1/A,13JAN2000,https://www.sec.gov/Archives/edgar/data/1099363/000095013300000071/0000950133-00-000071.txt
20000517,New Focus Inc,NUFO,0001090215,1090215,01MAR2000,0000891618-00-001209.txt,NEW FOCUS INC,S-1,01MAR2000,https://www.sec.gov/Archives/edgar/data/1090215/000089161800001209/0000891618-00-001209.txt
20000222,Nextel Partners Inc,NXTP,0001085707,1085707,27JAN2000,0000912057-00-002584.txt,NEXTEL PARTNERS INC,S-1,27JAN2000,https://www.sec.gov/Archives/edgar/data/1085707/000091205700002584/0000912057-00-002584.txt
20000228,Niku Corp,NIKU,0001076641,1076641,31JAN2000,0000891618-00-000373.txt,NIKU CORP,S-1/A,31JAN2000,https://www.sec.gov/Archives/edgar/data/1076641/000089161800000373/0000891618-00-000373.txt
20000518,Nogatech Inc,NGTC,0001005938,1005938,14MAR2000,0000912057-00-011351.txt,NOGATECH INC,S-1,14MAR2000,https://www.sec.gov/Archives/edgar/data/1005938/000091205700011351/0000912057-00-011351.txt
20000412,Nuance Communications Inc,NUAN,0001102556,1102556,04FEB2000,0001012870-00-000382.txt,NUANCE COMMUNICATIONS,S-1,04FEB2000,https://www.sec.gov/Archives/edgar/data/1102556/000101287000000382/0001012870-00-000382.txt
20000407,Numerical Technologies Inc,NMTC,0001091226,1091226,28JAN2000,0001012870-00-000276.txt,NUMERICAL TECHNOLOGIES INC,S-1,28JAN2000,https://www.sec.gov/Archives/edgar/data/1091226/000101287000000276/0001012870-00-000276.txt
20000714,Omnivision Technologies Inc,OVTI,0001106851,1106851,08MAR2000,0001012870-00-001239.txt,OMNIVISION TECHNOLOGIES INC,S-1,08MAR2000,https://www.sec.gov/Archives/edgar/data/1106851/000101287000001239/0001012870-00-001239.txt
20000229,Onvia.com Inc,ONVI,0001100917,1100917,03FEB2000,0001032210-00-000097.txt,ONVIA COM INC,S-1/A,03FEB2000,https://www.sec.gov/Archives/edgar/data/1100917/000103221000000097/0001032210-00-000097.txt
20031125,Open Solutions Inc,OPEN,0000873538,873538,20MAR2000,0000912057-00-012304.txt,OPEN SOLUTIONS INC,S-1,20MAR2000,https://www.sec.gov/Archives/edgar/data/873538/000091205700012304/0000912057-00-012304.txt
20000802,Opnet Technologies Inc,OPNT,0001108924,1108924,15MAR2000,0000928385-00-000734.txt,OPNET TECHNOLOGIES INC,S-1,15MAR2000,https://www.sec.gov/Archives/edgar/data/1108924/000092838500000734/0000928385-00-000734.txt
20000309,OraPharma Inc,OPHM,0001028065,1028065,07FEB2000,0001036050-00-000103.txt,ORAPHARMA INC,S-1/A,07FEB2000,https://www.sec.gov/Archives/edgar/data/1028065/000103605000000103/0001036050-00-000103.txt
20000404,Oratec Interventions Inc,OTEC,0001037165,1037165,31JAN2000,0001012870-00-000309.txt,ORATEC INTERVENTIONS INC,S-1,31JAN2000,https://www.sec.gov/Archives/edgar/data/1037165/000101287000000309/0001012870-00-000309.txt
20000504,Orchid BioSciences Inc,ORCH,0001107216,1107216,18FEB2000,0000927016-00-000640.txt,ORCHID BIOSCIENCES INC,S-1,18FEB2000,https://www.sec.gov/Archives/edgar/data/1107216/000092701600000640/0000927016-00-000640.txt
20000209,Organic Inc,OGNC,0001093709,1093709,11JAN2000,0000950149-00-000031.txt,ORGANIC INC,S-1/A,11JAN2000,https://www.sec.gov/Archives/edgar/data/1093709/000095014900000031/0000950149-00-000031.txt
20000614,Osca Inc(Great Lakes Chem),OSCA,0001104325,1104325,08MAR2000,0000950131-00-001642.txt,OSCA INC,S-1,08MAR2000,https://www.sec.gov/Archives/edgar/data/1104325/000095013100001642/0000950131-00-001642.txt
